,label,message
109,1,"['New', 'Tones', 'This', 'week', 'include', '1McFlyAll', 'Ab', '2', 'Sara', 'JorgeShock', '3', 'Will', 'SmithSwitch', 'To', 'order', 'follow', 'instructions', 'next', 'message']"
110,0,"['Haha', 'first', 'person', 'I', 'going', 'ask']"
111,0,"['My', 'sort', 'code', 'acc', 'The', 'bank', 'natwest', 'Can', 'reply', 'confirm', 'sent', 'right', 'person']"
112,0,"['Stop', 'calling', 'everyone', 'saying', 'I', 'might', 'cancer', 'My', 'throat', 'hurts', 'talk', 'I', 'cannot', 'answering', 'everyone', 'calls', 'If', 'I', 'get', 'one', 'call', 'I', 'babysitting', 'Monday']"
113,0,"['Y', 'ü', 'wan', 'go', 'C', 'doctor']"
114,0,"['By', 'way', 'rencontre', 'meet', 'Mountains']"
115,0,"['Sitting', 'ard', 'nothing', 'lor', 'YOU', 'leh', 'busy', 'w', 'work']"
116,0,"['Change', 'windows', 'logoff', 'sound']"
117,0,"['Okay', 'good', 'problem', 'thanx']"
118,1,"['YOU', 'ARE', 'CHOSEN', 'TO', 'RECEIVE', 'A', '£350', 'AWARD', 'Pls', 'call', 'claim', 'number', '09066364311', 'collect', 'award', 'selected', 'receive', 'valued', 'mobile', 'customer']"
119,0,"['Yo', 'jp', 'hungry', 'like', 'mofo']"
120,0,"['I', 'jokin', 'oni', 'lar', 'Ü', 'busy', 'wun', 'disturb', 'ü']"
121,0,"['Kkwhen', 'going']"
122,0,"['Shuhui', 'bought', 'rons', 'present', 'swatch', 'watch']"
123,0,"['Then', 'physics', 'get']"
124,0,"['YEH', 'I', 'AM', 'DEF', 'UP4', 'SOMETHING', 'SATJUST', 'GOT', 'PAYED2DAY', 'I', 'HAVBEEN', 'GIVEN', 'A£50', 'PAY', 'RISE', '4MY', 'WORK', 'HAVEBEEN', 'MADE', 'PRESCHOOLCOORDINATOR', '2I', 'AM', 'FEELINGOOD', 'LOVE']"
125,0,"['Hi', 'Mobile', 'ltgt', 'added', 'contact', 'list', 'wwwfullonsmscom', 'It', 'great', 'place', 'send', 'free', 'sms', 'people', 'For', 'visit', 'fullonsmscom']"
126,0,"['Sac', 'score', 'big', 'hundredhe', 'set', 'batsman']"
127,0,"['Say', 'slowly', 'GODI', 'LOVE', 'YOU', 'amp', 'I', 'NEED', 'YOUCLEAN', 'MY', 'HEART', 'WITH', 'YOUR', 'BLOODSend', 'Ten', 'special', 'people', 'amp', 'c', 'miracle', 'tomorrow', 'itplspls']"
128,1,"['FREE', 'POLYPHONIC', 'RINGTONE', 'Text', 'SUPER', '87131', 'get', 'FREE', 'POLY', 'TONE', 'week', '16', 'SN', 'PoBox202', 'NR31', '7ZS', 'subscription', '450pw']"
129,0,"['MY', 'NO', 'IN', 'LUTON', '0125698789', 'RING', 'ME', 'IF', 'YOU', 'ARE', 'AROUND', 'H']"
130,0,"['Hi', 'dahow', 'todays', 'class']"
131,1,"['CALL', '09090900040', 'LISTEN', 'TO', 'EXTREME', 'DIRTY', 'LIVE', 'CHAT', 'GOING', 'ON', 'IN', 'THE', 'OFFICE', 'RIGHT', 'NOW', 'TOTAL', 'PRIVACY', 'NO', 'ONE', 'KNOWS', 'YOUR', 'sic', 'LISTENING', '60P', 'MIN', '247MP', '0870753331018']"
132,0,"['Hello', 'baby', 'get', 'back', 'moms', 'Are', 'setting', 'computer', 'Filling', 'belly', 'How', 'goes', 'loverboy', 'I', 'miss', 'already', 'sighs']"
133,0,"['Cold', 'Do', 'Not', 'sad', 'dear']"
134,0,"['Hi', 'Chikku', 'send', 'nice', 'msgs']"
135,0,"['Sounds', 'great', 'I', 'Am', 'going', 'sleep', 'Have', 'good', 'night']"
136,1,"['FREE', '1st', 'week', 'No1', 'Nokia', 'tone', '4', 'mobile', 'every', 'week', 'txt', 'NOKIA', '8077', 'Get', 'txting', 'tell', 'mates', 'wwwgetzedcouk', 'POBox', '36504', 'W45WQ', '16', 'norm150ptone']"
137,0,"['Rofl', 'Its', 'true', 'name']"
138,1,"['Thanks', 'ringtone', 'order', 'ref', 'number', 'R836', 'Your', 'mobile', 'charged', '£450', 'Should', 'tone', 'arrive', 'please', 'call', 'customer', 'services', '09065069154']"
139,0,"['Hey', 'sweet', 'I', 'wondering', 'moment', 'might', 'come', 'I', 'want', 'send', 'file', 'someone', 'go', 'yahoo', 'connection', 'sucks', 'remember', 'set', 'page', 'go', 'download', 'format', 'disc', 'Could', 'tell', 'Or', 'know', 'way', 'download', 'big', 'files', 'Because', 'download', 'stuff', 'directly', 'internet', 'Any', 'help', 'would', 'great', 'prey', 'teasing', 'kiss']"
140,0,"['Do', 'nice', 'day', 'today', 'I', 'love', 'dearly']"
141,0,"['Ho', 'ho', 'big', 'belly', 'laugh', 'See', 'ya', 'tomo']"
142,0,"['Yes', 'obviously', 'eggspert', 'potato', 'head…', 'Speak', 'soon']"
143,0,"['WHAT', 'TIME', 'YOU', 'WRKIN']"
144,0,"['Shall', 'get', 'pouch']"
145,1,"['Gr8', 'Poly', 'tones', '4', 'ALL', 'mobs', 'direct', '2u', 'rply', 'POLY', 'TITLE', '8007', 'eg', 'POLY', 'BREATHE1', 'Titles', 'CRAZYIN', 'SLEEPINGWITH', 'FINEST', 'YMCA', 'getzedcouk', 'POBox365O4W45WQ', '300p']"
146,0,"['Wat', 'r']"
147,0,"['things', 'Just', 'quick', 'question']"
148,1,"['Please', 'CALL', '08712402972', 'immediately', 'urgent', 'message', 'waiting']"
149,0,"['I', 'class', 'Did', 'get', 'text']"
150,0,"['How', 'schedule', 'next', 'week', 'I', 'town', 'weekend']"
151,0,"['Hiya', 'good', 'day', 'Have', 'spoken', 'since', 'weekend']"
152,0,"['That', 'I', 'love', 'hear', 'V', 'see', 'sundayish']"
153,0,"['A', 'Boy', 'loved', 'gal', 'He', 'propsd', 'bt', 'mind', 'He', 'gv', 'lv', 'lttrs', 'Bt', 'frnds', 'threw', 'thm', 'Again', 'boy', 'decided', '2', 'aproach', 'gal', 'dt', 'time', 'truck', 'speeding', 'towards', 'gal', 'Wn', '2', 'hit', 'girld', 'boy', 'ran', 'like', 'hell', 'n', 'saved', 'She', 'asked', 'hw', 'cn', 'run', 'fast', 'D', 'boy', 'replied', 'Boost', 'secret', 'energy', 'n', 'instantly', 'girl', 'shouted', 'energy', 'n', 'Thy', 'lived', 'happily', '2gthr', 'drinking', 'boost', 'evrydy', 'Moral', 'story', 'I', 'hv', 'free', 'msgsD', 'gud', 'ni8']"
154,0,"['So', 'gd', 'got', 'free', 'ice', 'cream', 'I', 'oso', 'wan']"
155,0,"['Yup', 'free']"
156,0,"['I', 'dun', 'believe', 'I', 'thk', 'told']"
157,0,"['That', 'Is', 'cool', 'I', 'gentleman', 'treat', 'dignity', 'respect']"
158,0,"['Nope', 'Since', 'ayo', 'travelled', 'forgotten', 'guy']"
159,0,"['Pls', 'needs', 'dat', 'slowly', 'vomit']"
160,1,"['Mila', 'age23', 'blonde', 'new', 'UK', 'I', 'look', 'sex', 'UK', 'guys', 'like', 'fun', 'Text', 'MTALK', '6986618', '30pptxt', '1st', '5free', '£150', 'increments', 'Help08718728876']"
161,0,"['Lol', 'I', 'would', 'mom', 'would', 'fit', 'tell', 'whole', 'family', 'crazy', 'terrible', 'I']"
162,0,"['And', 'whenever', 'see', 'still', 'hook']"
163,0,"['I', 'waiting', 'machan', 'Call', 'free']"
164,0,"['No', 'dear', 'free', 'messages', 'without', 'recharge', 'Hi', 'hi', 'hi']"
165,0,"['Sun', 'cannot', 'come', 'earth', 'send', 'love', 'rays', 'cloud', 'cannot', 'come', 'river', 'send', 'love', 'rain', 'I', 'cannot', 'come', 'meet', 'YOU', 'send', 'care', 'message', 'YOU', 'Gud', 'evng']"
166,0,"['I', 'much', 'image', 'class']"
167,0,"['Carlos', 'took', 'leave', 'minute']"
168,0,"['Evry', 'Emotion', 'dsnt', 'hav', 'WordsEvry', 'Wish', 'dsnt', 'hav', 'Prayrs', 'If', 'SmileD', 'World', 'wit', 'youOthrwise', 'even', 'Drop', 'Tear', 'dsnt', 'lik', '2', 'Stay', 'wit', 'youSo', 'b', 'happy', 'Good', 'morning', 'keep', 'smiling']"
169,0,"['Living', 'simple', 'Loving', 'also', 'simple', 'Laughing', 'simple', 'Winning', 'tooo', 'simple', 'But', 'Being', 'SIMPLE', 'difficult']"
170,0,"['YO', 'YO', 'YO', 'BYATCH', 'WHASSUP']"
171,1,"['URGENT', 'Your', 'Mobile', 'number', 'awarded', '£2000', 'prize', 'GUARANTEED', 'Call', '09061790121', 'land', 'line', 'Claim', '3030', 'Valid', '12hrs', '150ppm']"
172,0,"['I', 'cannot', 'right', 'second', 'got', 'hit', 'people', 'first']"
173,0,"['Very', 'hurting', 'n', 'meaningful', 'lines', 'ever', 'I', 'compromised', 'everything', 'love', 'But', 'end', 'love', 'compromised', 'everything', 'Gud', 'mornin']"
174,0,"['Hi', 'mate', 'RV', 'hav', 'nice', 'hol', 'message', '3', 'say', 'hello', 'coz', 'haven\x92t', 'sent', '1', 'ages', 'started', 'driving', 'stay', 'roadsRVx']"
175,1,"['Hi', 'Customer', 'Loyalty', 'OfferThe', 'NEW', 'Nokia6650', 'Mobile', 'ONLY', '£10', 'TXTAUCTION', 'Txt', 'word', 'START', 'No', '81151', 'get', 'Now', '4TCtxt', 'TC', '150pMTmsg']"
176,1,"['Burger', 'King', 'Want', 'To', 'play', 'footy', 'top', 'stadium', 'Get', '2', 'Burger', 'King', '1st', 'Sept', 'go', 'Large', 'Super', 'CocaCola', 'walk', 'winner']"
177,0,"['From', 'The', 'performance', 'award', 'calculated', 'every', 'two', 'monthnot', 'current', 'one', 'month', 'period']"
178,0,"['How', 'Its', 'little', 'difficult', 'simple', 'way', 'enter', 'place']"
179,0,"['Call', 'youcarlos', 'isare', 'phones', 'vibrate', 'acting', 'I', 'might', 'hear', 'texts']"
180,0,"['I', 'called', 'This', 'hoping', 'l8r', 'malaria', 'know', 'miss', 'guys', 'I', 'miss', 'Bani', 'big', 'pls', 'give', 'love', 'especially', 'Have', 'great', 'day']"
181,0,"['Purity', 'friendship', 'two', 'smiling', 'reading', 'forwarded', 'messageIts', 'smiling', 'seeing', 'name', 'Gud', 'evng', 'musthu']"
182,1,"['ROMCAPspam', 'Everyone', 'around', 'responding', 'well', 'presence', 'since', 'warm', 'outgoing', 'You', 'bringing', 'real', 'breath', 'sunshine']"
183,1,"['This', 'message', 'brought', 'GMW', 'Ltd', 'connected']"
184,1,"['You', 'Are', 'ringtone', 'service', 'changed', '25', 'Free', 'credits', 'Go', 'club4mobilescom', 'choose', 'content', 'Stop', 'txt', 'CLUB', 'STOP', '87070', '150pwk', 'Club4', 'PO', 'Box1146', 'MK45', '2WT']"
185,0,"['K', 'addie', 'amp', 'I', 'art', 'I', 'get', 'home']"
186,0,"['Alright', 'took', 'morphine', 'Back', 'yo']"
187,0,"['Now', 'project', 'pa', 'After', 'come']"
188,0,"['She', 'sister', 'She', 'belongs', '2', 'family', 'She', 'hope', 'tomorrow', 'Pray', '4', 'herwho', 'fated', '4', 'Shoranur', 'train', 'incident', 'Let', 'Us', 'hold', 'hands', 'together', 'amp', 'fuelled', 'love', 'amp', 'concern', 'prior', '2', 'grief', 'amp', 'pain', 'Pls', 'join', 'dis', 'chain', 'amp', 'pass', 'STOP', 'VIOLENCE', 'AGAINST', 'WOMEN']"
189,1,"['If', 'prize', 'go', 'another', 'customer', 'TC', 'wwwtcbiz', '18', '150pmin', 'Polo', 'Ltd', 'Suite', '373', 'London', 'W1J', '6HL', 'Please', 'call', 'back', 'busy']"
190,0,"['I', 'cannot', 'believe', 'attached', 'I', 'seeing', 'every', 'day', 'I', 'know', 'best', 'get', 'babe', 'I', 'go', 'teach', 'class', 'midnight']"
191,1,"['Got', 'takes', '2', 'take', 'part', 'WRC', 'Rally', 'Oz', 'YOU', 'Lucozade', 'Energy', 'Text', 'RALLY', 'LE', '61200', '25p', 'see', 'packs', 'lucozadecoukwrc', 'itcould']"
192,0,"['new', 'years', 'plans']"
193,0,"['Weightloss', 'No', 'girl', 'friends', 'Make', 'loads', 'money', 'ebay', 'something', 'And', 'give', 'thanks', 'God']"
194,0,"['Yep', 'get', 'program', 'You', 'slacking']"
195,0,"['No', 'promises', 'though', 'even', 'gotten', 'dinner', 'yet']"
196,1,"['Congratulations', 'awarded', '500', 'CD', 'vouchers', '125gift', 'guaranteed', 'Free', 'entry', '2', '100', 'wkly', 'draw', 'txt', 'MUSIC', '87066', 'TnCs', 'wwwLdewcom1win150ppmx3age16']"
197,0,"['Not', 'much', 'textin', 'How', 'bout']"
198,0,"['I', 'hungry', 'buy', 'smth', 'home']"
199,0,"['I', 'askd', 'question', 'hours', 'Its', 'answer']"
200,1,"['Sorry', 'I', 'missed', 'call', 'let', 'us', 'talk', 'time', 'I', '07090201529']"
201,1,"['Text', 'meet', 'someone', 'sexy', 'today', 'YOU', 'find', 'date', 'even', 'flirt', 'YOU', 'Join', '4', '10p', 'REPLY', 'NAME', 'AGE', 'eg', 'Sam', '25', '18', 'message', 'recdthirtyeight', 'pence']"
202,1,"['WIN', 'We', 'winner', 'Mr', 'T', 'Foley', 'iPod', 'More', 'exciting', 'prizes', 'soon', 'keep', 'eye', 'mobile', 'visit', 'wwwwin82050couk']"
203,0,"['Hi', 'Wk', 'ok', 'hols', 'Yes', 'bit', 'run', 'Forgot', 'hairdressers', 'appointment', 'four', 'need', 'get', 'home', 'n', 'shower', 'beforehand', 'Does', 'prob']"
204,0,"['CHEERS', 'LOU', 'YEAH', 'WAS', 'A', 'GOODNITE', 'SHAME', 'YOU', 'NEVA', 'CAME', 'C', 'YA', 'GAILxx']"
205,0,"['Did', 'download', 'fring', 'app']"
206,0,"['You', 'come', 'life', 'brought', 'sun', 'Shiny', 'warming', 'heart', 'Putting', 'constant', 'smile', 'face', 'Making', 'feel', 'loved', 'cared']"
207,0,"['Ok', 'coming', 'home']"
208,0,"['But', 'haf', 'enuff', 'space', 'got', 'like', '4', 'mb']"
209,0,"['Are', 'norm', 'tomorrow', 'I', 'finish', '415', 'cos', 'st', 'tests', 'Need', 'sort', 'library', 'stuff', 'point', 'tomo', 'got', 'letter', 'today', 'access', 'til', 'end', 'march', 'better', 'get', 'move']"
210,0,"['Well', 'lot', 'things', 'happening', 'Lindsay', 'New', 'years', 'sighs', 'Some', 'bars', 'Ptbo', 'blue', 'heron', 'something', 'going']"
